ASSIGNMENT_ID,FLIGHT_ID,STAFF_CODE,DUTY_ROLE
120550,4833,JL0CA199,CA
120551,4833,JL0CA110,CA
120552,4833,JL0CA112,CA
120553,4833,JL0CA186,CA
120554,4833,JL0CA127,CA
120555,4834,JL0CA123,チーフCA
120556,4834,JL0CA163,CA
120557,4834,JL0CA010,CA
120558,4834,JL0CA021,CA
120559,4834,JL0CA179,CA
120560,4834,JL0CA131,CA
120561,4834,JL0CA175,CA
120562,4835,JL0CA131,チーフCA
120563,4835,JL0CA097,CA
120564,4835,JL0CA128,CA
120565,4835,JL0CA158,CA
120566,4836,JL0CA169,チーフCA
120567,4836,JL0CA179,CA
120568,4836,JL0CA142,CA
120569,4836,JL0CA166,CA
120570,4836,JL0CA061,CA
120571,4836,JL0CA094,CA
120572,4836,JL0CA055,CA
120573,4836,JL0CA080,CA
120574,4837,JL0CA107,チーフCA
120575,4837,JL0CA014,CA
120576,4837,JL0CA103,CA
120577,4837,JL0CA176,CA
120578,4837,JL0CA121,CA
120579,4838,JL0CA183,チーフCA
120580,4838,JL0CA101,CA
120581,4838,JL0CA122,CA
120582,4839,JL0CA047,チーフCA
120583,4839,JL0CA139,CA
120584,4839,JL0CA071,CA
120585,4839,JL0CA027,CA
120586,4839,JL0CA038,CA
120587,4840,JL0CA179,チーフCA
120588,4840,JL0CA036,CA
120589,4840,JL0CA087,CA
120590,4840,JL0CA118,CA
120591,4840,JL0CA134,CA
120592,4840,JL0CA082,CA
120593,4841,JL0CA112,チーフCA
120594,4841,JL0CA025,CA
120595,4841,JL0CA179,CA
120596,4841,JL0CA040,CA
120597,4841,JL0CA052,CA
120598,4842,JL0CA084,チーフCA
120599,4842,JL0CA026,CA
120600,4842,JL0CA038,CA
120601,4842,JL0CA180,CA
120602,4842,JL0CA145,CA
120603,4843,JL0CA056,チーフCA
120604,4843,JL0CA161,CA
120605,4843,JL0CA115,CA
120606,4843,JL0CA006,CA
120607,4843,JL0CA023,CA
120608,4843,JL0CA092,CA
120609,4843,JL0CA117,CA
120610,4844,JL0CA188,チーフCA
120611,4844,JL0CA158,CA
120612,4844,JL0CA095,CA
120613,4845,JL0CA088,チーフCA
120614,4845,JL0CA132,CA
120615,4845,JL0CA133,CA
120616,4845,JL0CA058,CA
120617,4846,JL0CA187,チーフCA
120618,4846,JL0CA023,CA
120619,4846,JL0CA103,CA
120620,4846,JL0CA102,CA
120621,4846,JL0CA166,CA
120622,4846,JL0CA188,CA
120623,4847,JL0CA091,チーフCA
120624,4847,JL0CA154,CA
120625,4847,JL0CA199,CA
120626,4847,JL0CA137,CA
120627,4848,JL0CA078,チーフCA
120628,4848,JL0CA125,CA
120629,4848,JL0CA084,CA
120630,4848,JL0CA165,CA
120631,4848,JL0CA183,CA
120632,4849,JL0CA026,チーフCA
120633,4849,JL0CA117,CA
120634,4849,JL0CA180,CA
120635,4849,JL0CA086,CA
120636,4849,JL0CA023,CA
120637,4849,JL0CA178,CA
120638,4849,JL0CA090,CA
120639,4849,JL0CA097,CA
120640,4850,JL0CA192,チーフCA
120641,4850,JL0CA011,CA
120642,4850,JL0CA118,CA
120643,4850,JL0CA028,CA
120644,4850,JL0CA094,CA
120645,4851,JL0CA098,チーフCA
120646,4851,JL0CA039,CA
120647,4851,JL0CA125,CA
120648,4851,JL0CA175,CA
120649,4851,JL0CA119,CA
120650,4852,JL0CA048,チーフCA
120651,4852,JL0CA087,CA
120652,4852,JL0CA020,CA
120653,4852,JL0CA078,CA
120654,4852,JL0CA037,CA
120655,4852,JL0CA075,CA
120656,4852,JL0CA096,CA
120657,4853,JL0CA055,チーフCA
120658,4853,JL0CA081,CA
120659,4853,JL0CA065,CA
120660,4853,JL0CA139,CA
120661,4853,JL0CA133,CA
120662,4853,JL0CA103,CA
120663,4854,JL0CA139,チーフCA
120664,4854,JL0CA052,CA
120665,4854,JL0CA058,CA
120666,4854,JL0CA142,CA
120667,4855,JL0CA030,チーフCA
120668,4855,JL0CA024,CA
120669,4855,JL0CA058,CA
120670,4855,JL0CA086,CA
120671,4855,JL0CA064,CA
120672,4855,JL0CA185,CA
120673,4856,JL0CA087,チーフCA
120674,4856,JL0CA152,CA
120675,4856,JL0CA017,CA
120676,4856,JL0CA009,CA
120677,4857,JL0CA170,チーフCA
120678,4857,JL0CA013,CA
120679,4857,JL0CA057,CA
120680,4857,JL0CA101,CA
120681,4857,JL0CA165,CA
120682,4857,JL0CA158,CA
120683,4857,JL0CA071,CA
120684,4857,JL0CA003,CA
120685,4858,JL0CA056,チーフCA
120686,4858,JL0CA028,CA
120687,4858,JL0CA163,CA
120688,4858,JL0CA080,CA
120689,4858,JL0CA183,CA
120690,4858,JL0CA005,CA
120691,4859,JL0CA179,チーフCA
120692,4859,JL0CA054,CA
120693,4859,JL0CA134,CA
120694,4859,JL0CA150,CA
120695,4859,JL0CA184,CA
120696,4859,JL0CA075,CA
120697,4859,JL0CA053,CA
120698,4861,JL0CA032,チーフCA
120699,4861,JL0CA018,CA
120700,4861,JL0CA121,CA
120701,4861,JL0CA074,CA
120702,4862,JL0CA037,チーフCA
120703,4862,JL0CA004,CA
120704,4862,JL0CA144,CA
120705,4862,JL0CA071,CA
120706,4862,JL0CA130,CA
120707,4862,JL0CA013,CA
120708,4862,JL0CA182,CA
120709,4862,JL0CA159,CA
120710,4863,JL0CA080,チーフCA
120711,4863,JL0CA006,CA
120712,4863,JL0CA093,CA
120713,4863,JL0CA146,CA
120714,4863,JL0CA109,CA
120715,4863,JL0CA067,CA
120716,4864,JL0CA189,チーフCA
120717,4864,JL0CA062,CA
120718,4864,JL0CA162,CA
120719,4864,JL0CA087,CA
120720,4864,JL0CA072,CA
120721,4865,JL0CA036,チーフCA
120722,4865,JL0CA068,CA
120723,4865,JL0CA051,CA
120724,4865,JL0CA079,CA
120725,4866,JL0CA095,チーフCA
120726,4866,JL0CA077,CA
120727,4866,JL0CA059,CA
120728,4867,JL0CA008,チーフCA
120729,4867,JL0CA108,CA
120730,4867,JL0CA134,CA
120731,4867,JL0CA179,CA
120732,4867,JL0CA083,CA
120733,4867,JL0CA075,CA
120734,4867,JL0CA091,CA
120735,4867,JL0CA070,CA
120736,4868,JL0CA062,チーフCA
120737,4868,JL0CA159,CA
120738,4868,JL0CA046,CA
120739,4868,JL0CA020,CA
120740,4869,JL0CA078,チーフCA
120741,4869,JL0CA189,CA
120742,4869,JL0CA067,CA
120743,4869,JL0CA186,CA
120744,4869,JL0CA006,CA
120745,4869,JL0CA197,CA
120746,4869,JL0CA142,CA
120747,4869,JL0CA121,CA
120748,4870,JL0CA147,チーフCA
120749,4870,JL0CA157,CA
120750,4870,JL0CA002,CA
120751,4870,JL0CA197,CA
120752,4870,JL0CA183,CA
120753,4870,JL0CA175,CA
120754,4870,JL0CA150,CA
120755,4871,JL0CA051,チーフCA
120756,4871,JL0CA068,CA
120757,4871,JL0CA101,CA
120758,4872,JL0CA081,チーフCA
120759,4872,JL0CA010,CA
120760,4872,JL0CA063,CA
120761,4872,JL0CA119,CA
120762,4873,JL0CA194,チーフCA
120763,4873,JL0CA096,CA
120764,4873,JL0CA164,CA
120765,4874,JL0CA010,チーフCA
120766,4874,JL0CA036,CA
120767,4874,JL0CA114,CA
120768,4874,JL0CA052,CA
120769,4874,JL0CA096,CA
120770,4874,JL0CA118,CA
120771,4874,JL0CA161,CA
120772,4874,JL0CA137,CA
120773,4875,JL0CA123,チーフCA
120774,4875,JL0CA173,CA
120775,4875,JL0CA150,CA
120776,4875,JL0CA178,CA
120777,4875,JL0CA093,CA
120778,4876,JL0CA125,チーフCA
120779,4876,JL0CA095,CA
120780,4876,JL0CA002,CA
120781,4876,JL0CA103,CA
120782,4876,JL0CA036,CA
120783,4877,JL0CA186,チーフCA
120784,4877,JL0CA027,CA
120785,4877,JL0CA016,CA
120786,4877,JL0CA165,CA
120787,4879,JL0CA074,チーフCA
120788,4879,JL0CA138,CA
120789,4879,JL0CA088,CA
120790,4879,JL0CA028,CA
120791,4879,JL0CA151,CA
120792,4881,JL0CA134,チーフCA
120793,4881,JL0CA026,CA
120794,4881,JL0CA008,CA
120795,4881,JL0CA036,CA
120796,4881,JL0CA102,CA
120797,4881,JL0CA149,CA
120798,4881,JL0CA154,CA
120799,4881,JL0CA060,CA
120800,4882,JL0CA040,チーフCA
120801,4882,JL0CA064,CA
120802,4882,JL0CA151,CA
120803,4883,JL0CA068,チーフCA
120804,4883,JL0CA021,CA
120805,4883,JL0CA138,CA
120806,4883,JL0CA028,CA
120807,4884,JL0CA158,チーフCA
120808,4884,JL0CA133,CA
120809,4884,JL0CA192,CA
120810,4885,JL0CA135,チーフCA
120811,4885,JL0CA091,CA
120812,4885,JL0CA094,CA
120813,4885,JL0CA080,CA
120814,4885,JL0CA008,CA
120815,4885,JL0CA164,CA
120816,4885,JL0CA067,CA
120817,4885,JL0CA136,CA
120818,4886,JL0CA101,チーフCA
120819,4886,JL0CA104,CA
120820,4886,JL0CA080,CA
120821,4886,JL0CA014,CA
120822,4886,JL0CA090,CA
120823,4886,JL0CA074,CA
120824,4886,JL0CA115,CA
120825,4886,JL0CA174,CA
120826,4888,JL0CA193,チーフCA
120827,4888,JL0CA149,CA
120828,4888,JL0CA041,CA
120829,4888,JL0CA138,CA
120830,4888,JL0CA014,CA
120831,4888,JL0CA131,CA
120832,4889,JL0CA158,チーフCA
120833,4889,JL0CA175,CA
120834,4889,JL0CA028,CA
120835,4889,JL0CA140,CA
120836,4889,JL0CA138,CA
120837,4889,JL0CA059,CA
120838,4889,JL0CA164,CA
120839,4890,JL0CA083,チーフCA
120840,4890,JL0CA046,CA
120841,4890,JL0CA190,CA
120842,4890,JL0CA065,CA
120843,4890,JL0CA006,CA
120844,4890,JL0CA119,CA
120845,4891,JL0CA039,チーフCA
120846,4891,JL0CA025,CA
120847,4891,JL0CA096,CA
120848,4891,JL0CA035,CA
120849,4893,JL0CA002,チーフCA
120850,4893,JL0CA067,CA
120851,4893,JL0CA035,CA
120852,4894,JL0CA155,チーフCA
120853,4894,JL0CA041,CA
120854,4894,JL0CA170,CA
120855,4894,JL0CA071,CA
120856,4894,JL0CA113,CA
120857,4894,JL0CA067,CA
120858,4895,JL0CA047,チーフCA
120859,4895,JL0CA029,CA
120860,4895,JL0CA005,CA
120861,4895,JL0CA167,CA
120862,4895,JL0CA079,CA
120863,4895,JL0CA124,CA
120864,4897,JL0CA068,チーフCA
120865,4897,JL0CA073,CA
120866,4897,JL0CA090,CA
120867,4897,JL0CA136,CA
120868,4897,JL0CA088,CA
120869,4897,JL0CA096,CA
120870,4897,JL0CA162,CA
120871,4898,JL0CA046,チーフCA
120872,4898,JL0CA030,CA
120873,4898,JL0CA163,CA
120874,4899,JL0CA129,チーフCA
120875,4899,JL0CA104,CA
120876,4899,JL0CA074,CA
120877,4900,JL0CA168,チーフCA
120878,4900,JL0CA045,CA
120879,4900,JL0CA077,CA
120880,4900,JL0CA123,CA
120881,4900,JL0CA118,CA
120882,4900,JL0CA011,CA
120883,4901,JL0CA148,チーフCA
120884,4901,JL0CA175,CA
120885,4901,JL0CA162,CA
120886,4902,JL0CA129,チーフCA
120887,4902,JL0CA112,CA
120888,4902,JL0CA071,CA
120889,4902,JL0CA022,CA
120890,4902,JL0CA006,CA
120891,4903,JL0CA054,チーフCA
120892,4903,JL0CA093,CA
120893,4903,JL0CA147,CA
120894,4903,JL0CA045,CA
120895,4903,JL0CA146,CA
120896,4904,JL0CA080,チーフCA
120897,4904,JL0CA037,CA
120898,4904,JL0CA071,CA
120899,4906,JL0CA106,チーフCA
120900,4906,JL0CA021,CA
120901,4906,JL0CA103,CA
120902,4906,JL0CA084,CA
120903,4906,JL0CA035,CA
120904,4906,JL0CA133,CA
120905,4907,JL0CA111,チーフCA
120906,4907,JL0CA139,CA
120907,4907,JL0CA147,CA
120908,4907,JL0CA056,CA
120909,4907,JL0CA128,CA
120910,4908,JL0CA182,チーフCA
120911,4908,JL0CA049,CA
120912,4908,JL0CA171,CA
120913,4909,JL0CA108,チーフCA
120914,4909,JL0CA110,CA
120915,4909,JL0CA109,CA
120916,4909,JL0CA006,CA
120917,4909,JL0CA067,CA
120918,4910,JL0CA006,チーフCA
120919,4910,JL0CA134,CA
120920,4910,JL0CA123,CA
120921,4910,JL0CA038,CA
120922,4911,JL0CA164,チーフCA
120923,4911,JL0CA030,CA
120924,4911,JL0CA039,CA
120925,4911,JL0CA191,CA
120926,4911,JL0CA026,CA
120927,4911,JL0CA112,CA
120928,4911,JL0CA087,CA
120929,4912,JL0CA006,チーフCA
120930,4912,JL0CA103,CA
120931,4912,JL0CA048,CA
120932,4912,JL0CA050,CA
120933,4912,JL0CA186,CA
120934,4913,JL0CA035,チーフCA
120935,4913,JL0CA004,CA
120936,4913,JL0CA083,CA
120937,4913,JL0CA118,CA
120938,4914,JL0CA176,チーフCA
120939,4914,JL0CA012,CA
120940,4914,JL0CA011,CA
120941,4914,JL0CA179,CA
120942,4914,JL0CA009,CA
120943,4914,JL0CA059,CA
120944,4914,JL0CA049,CA
120945,4914,JL0CA178,CA
120946,4915,JL0CA186,チーフCA
120947,4915,JL0CA092,CA
120948,4915,JL0CA102,CA
120949,4915,JL0CA162,CA
120950,4915,JL0CA172,CA
120951,4916,JL0CA133,チーフCA
120952,4916,JL0CA073,CA
120953,4916,JL0CA028,CA
120954,4916,JL0CA060,CA
120955,4917,JL0CA058,チーフCA
120956,4917,JL0CA036,CA
120957,4917,JL0CA069,CA
120958,4918,JL0CA077,チーフCA
120959,4918,JL0CA084,CA
120960,4918,JL0CA039,CA
120961,4918,JL0CA049,CA
120962,4918,JL0CA013,CA
120963,4918,JL0CA129,CA
120964,4918,JL0CA014,CA
120965,4918,JL0CA112,CA
120966,4919,JL0CA097,チーフCA
120967,4919,JL0CA188,CA
120968,4919,JL0CA159,CA
120969,4919,JL0CA037,CA
120970,4919,JL0CA112,CA
120971,4921,JL0CA192,チーフCA
120972,4921,JL0CA036,CA
120973,4921,JL0CA189,CA
120974,4921,JL0CA044,CA
120975,4921,JL0CA001,CA
120976,4921,JL0CA071,CA
120977,4921,JL0CA161,CA
120978,4921,JL0CA076,CA
120979,4922,JL0CA192,チーフCA
120980,4922,JL0CA108,CA
120981,4922,JL0CA164,CA
120982,4922,JL0CA118,CA
120983,4922,JL0CA075,CA
120984,4922,JL0CA112,CA
120985,4922,JL0CA115,CA
120986,4923,JL0CA009,チーフCA
120987,4923,JL0CA123,CA
120988,4923,JL0CA018,CA
120989,4923,JL0CA194,CA
120990,4923,JL0CA139,CA
120991,4924,JL0CA057,チーフCA
120992,4924,JL0CA137,CA
120993,4924,JL0CA030,CA
120994,4924,JL0CA141,CA
120995,4924,JL0CA004,CA
120996,4924,JL0CA075,CA
120997,4925,JL0CA123,チーフCA
120998,4925,JL0CA126,CA
120999,4925,JL0CA119,CA
121000,4925,JL0CA105,CA
121001,4925,JL0CA132,CA
121002,4925,JL0CA116,CA
121003,4926,JL0CA146,チーフCA
121004,4926,JL0CA149,CA
121005,4926,JL0CA104,CA
121006,4926,JL0CA076,CA
121007,4926,JL0CA026,CA
121008,4926,JL0CA087,CA
121009,4926,JL0CA040,CA
121010,4926,JL0CA010,CA
121011,4927,JL0CA133,チーフCA
121012,4927,JL0CA018,CA
121013,4927,JL0CA173,CA
121014,4927,JL0CA076,CA
121015,4927,JL0CA186,CA
121016,4927,JL0CA017,CA
121017,4928,JL0CA021,チーフCA
121018,4928,JL0CA031,CA
121019,4928,JL0CA081,CA
121020,4929,JL0CA188,チーフCA
121021,4929,JL0CA158,CA
121022,4929,JL0CA137,CA
121023,4929,JL0CA196,CA
121024,4929,JL0CA181,CA
121025,4930,JL0CA139,チーフCA
121026,4930,JL0CA036,CA
121027,4930,JL0CA122,CA
121028,4930,JL0CA010,CA
121029,4930,JL0CA050,CA
121030,4932,JL0CA195,チーフCA
121031,4932,JL0CA034,CA
121032,4932,JL0CA084,CA
121033,4932,JL0CA086,CA
121034,4932,JL0CA095,CA
121035,4932,JL0CA120,CA
121036,4932,JL0CA073,CA
121037,4932,JL0CA168,CA
121038,4933,JL0CA105,チーフCA
121039,4933,JL0CA135,CA
121040,4933,JL0CA115,CA
121041,4933,JL0CA183,CA
121042,4933,JL0CA159,CA
121043,4933,JL0CA079,CA
121044,4933,JL0CA141,CA
121045,4933,JL0CA069,CA
121046,4934,JL0CA127,チーフCA
121047,4934,JL0CA196,CA
121048,4934,JL0CA046,CA
121049,4934,JL0CA087,CA
121050,4934,JL0CA192,CA
121051,4934,JL0CA099,CA
121052,4934,JL0CA086,CA
121053,4935,JL0CA036,チーフCA
121054,4935,JL0CA074,CA
121055,4935,JL0CA130,CA
121056,4935,JL0CA141,CA
121057,4935,JL0CA022,CA
121058,4936,JL0CA035,チーフCA
121059,4936,JL0CA002,CA
121060,4936,JL0CA020,CA
121061,4936,JL0CA149,CA
121062,4936,JL0CA093,CA
121063,4936,JL0CA085,CA
121064,4936,JL0CA011,CA
121065,4937,JL0CA190,チーフCA
121066,4937,JL0CA040,CA
121067,4937,JL0CA014,CA
121068,4937,JL0CA164,CA
121069,4938,JL0CA197,チーフCA
121070,4938,JL0CA064,CA
121071,4938,JL0CA003,CA
121072,4938,JL0CA120,CA
121073,4938,JL0CA049,CA
121074,4939,JL0CA171,チーフCA
121075,4939,JL0CA083,CA
121076,4939,JL0CA177,CA
121077,4939,JL0CA137,CA
121078,4940,JL0CA075,チーフCA
121079,4940,JL0CA175,CA
121080,4940,JL0CA015,CA
121081,4940,JL0CA190,CA
121082,4940,JL0CA045,CA
121083,4940,JL0CA072,CA
121084,4941,JL0CA186,チーフCA
121085,4941,JL0CA147,CA
121086,4941,JL0CA148,CA
121087,4941,JL0CA188,CA
121088,4941,JL0CA053,CA
121089,4941,JL0CA028,CA
121090,4941,JL0CA090,CA
121091,4943,JL0CA044,チーフCA
121092,4943,JL0CA023,CA
121093,4943,JL0CA156,CA
121094,4943,JL0CA150,CA
121095,4943,JL0CA165,CA
121096,4943,JL0CA081,CA
121097,4943,JL0CA028,CA
121098,4944,JL0CA103,チーフCA
121099,4944,JL0CA180,CA
121100,4944,JL0CA046,CA
121101,4944,JL0CA175,CA
121102,4944,JL0CA018,CA
121103,4944,JL0CA014,CA
121104,4944,JL0CA085,CA
121105,4944,JL0CA119,CA
121106,4945,JL0CA119,チーフCA
121107,4945,JL0CA115,CA
121108,4945,JL0CA183,CA
121109,4946,JL0CA165,チーフCA
121110,4946,JL0CA062,CA
121111,4946,JL0CA124,CA
121112,4946,JL0CA114,CA
121113,4946,JL0CA116,CA
121114,4946,JL0CA083,CA
121115,4947,JL0CA178,チーフCA
121116,4947,JL0CA189,CA
121117,4947,JL0CA025,CA
121118,4947,JL0CA185,CA
121119,4947,JL0CA166,CA
121120,4947,JL0CA085,CA
121121,4947,JL0CA128,CA
121122,4947,JL0CA174,CA
121123,4948,JL0CA138,チーフCA
121124,4948,JL0CA121,CA
121125,4948,JL0CA147,CA
121126,4949,JL0CA048,チーフCA
121127,4949,JL0CA089,CA
121128,4949,JL0CA197,CA
121129,4949,JL0CA113,CA
121130,4949,JL0CA179,CA
121131,4951,JL0CA112,チーフCA
121132,4951,JL0CA038,CA
121133,4951,JL0CA180,CA
121134,4951,JL0CA011,CA
121135,4951,JL0CA153,CA
121136,4952,JL0CA056,チーフCA
121137,4952,JL0CA149,CA
121138,4952,JL0CA179,CA
121139,4952,JL0CA170,CA
121140,4952,JL0CA097,CA
121141,4952,JL0CA042,CA
121142,4952,JL0CA142,CA
121143,4953,JL0CA094,チーフCA
121144,4953,JL0CA185,CA
121145,4953,JL0CA147,CA
121146,4953,JL0CA103,CA
121147,4953,JL0CA186,CA
121148,4953,JL0CA194,CA
121149,4954,JL0CA018,チーフCA
121150,4954,JL0CA014,CA
121151,4954,JL0CA112,CA
121152,4954,JL0CA025,CA
121153,4954,JL0CA022,CA
121154,4954,JL0CA031,CA
121155,4954,JL0CA067,CA
121156,4954,JL0CA051,CA
121157,4956,JL0CA194,チーフCA
121158,4956,JL0CA070,CA
121159,4956,JL0CA051,CA
121160,4957,JL0CA153,チーフCA
121161,4957,JL0CA119,CA
121162,4957,JL0CA109,CA
121163,4958,JL0CA134,チーフCA
121164,4958,JL0CA060,CA
121165,4958,JL0CA061,CA
121166,4958,JL0CA037,CA
121167,4958,JL0CA176,CA
121168,4958,JL0CA011,CA
121169,4958,JL0CA164,CA
121170,4958,JL0CA002,CA
121171,4959,JL0CA145,チーフCA
121172,4959,JL0CA025,CA
121173,4959,JL0CA126,CA
121174,4959,JL0CA189,CA
121175,4959,JL0CA132,CA
121176,4959,JL0CA017,CA
121177,4960,JL0CA159,チーフCA
121178,4960,JL0CA055,CA
121179,4960,JL0CA040,CA
121180,4960,JL0CA132,CA
121181,4960,JL0CA168,CA
121182,4960,JL0CA186,CA
121183,4961,JL0CA063,チーフCA
121184,4961,JL0CA045,CA
121185,4961,JL0CA157,CA
121186,4961,JL0CA082,CA
121187,4961,JL0CA128,CA
121188,4962,JL0CA100,チーフCA
121189,4962,JL0CA023,CA
121190,4962,JL0CA114,CA
121191,4962,JL0CA125,CA
121192,4962,JL0CA144,CA
121193,4962,JL0CA122,CA
121194,4962,JL0CA001,CA
121195,4962,JL0CA109,CA
121196,4963,JL0CA123,チーフCA
121197,4963,JL0CA034,CA
121198,4963,JL0CA015,CA
121199,4963,JL0CA051,CA
121200,4964,JL0CA169,チーフCA
121201,4964,JL0CA175,CA
121202,4964,JL0CA150,CA
121203,4964,JL0CA036,CA
121204,4964,JL0CA118,CA
121205,4965,JL0CA128,チーフCA
121206,4965,JL0CA088,CA
121207,4965,JL0CA001,CA
121208,4966,JL0CA041,チーフCA
121209,4966,JL0CA164,CA
121210,4966,JL0CA200,CA
121211,4966,JL0CA040,CA
121212,4966,JL0CA106,CA
121213,4966,JL0CA137,CA
121214,4966,JL0CA021,CA
121215,4966,JL0CA076,CA
121216,4967,JL0CA090,チーフCA
121217,4967,JL0CA026,CA
121218,4967,JL0CA086,CA
121219,4967,JL0CA097,CA
121220,4967,JL0CA010,CA
121221,4967,JL0CA020,CA
121222,4967,JL0CA176,CA
121223,4968,JL0CA155,チーフCA
121224,4968,JL0CA148,CA
121225,4968,JL0CA041,CA
121226,4968,JL0CA070,CA
121227,4969,JL0CA190,チーフCA
121228,4969,JL0CA139,CA
121229,4969,JL0CA031,CA
121230,4969,JL0CA104,CA
121231,4969,JL0CA010,CA
121232,4969,JL0CA136,CA
121233,4969,JL0CA088,CA
121234,4970,JL0CA116,チーフCA
121235,4970,JL0CA086,CA
121236,4970,JL0CA140,CA
121237,4970,JL0CA178,CA
121238,4971,JL0CA129,チーフCA
121239,4971,JL0CA015,CA
121240,4971,JL0CA071,CA
121241,4971,JL0CA137,CA
121242,4971,JL0CA034,CA
121243,4971,JL0CA107,CA
121244,4971,JL0CA132,CA
121245,4972,JL0CA063,チーフCA
121246,4972,JL0CA145,CA
121247,4972,JL0CA198,CA
121248,4972,JL0CA121,CA
121249,4972,JL0CA147,CA
121250,4973,JL0CA083,チーフCA
121251,4973,JL0CA137,CA
121252,4973,JL0CA171,CA
121253,4973,JL0CA136,CA
121254,4973,JL0CA078,CA
121255,4973,JL0CA101,CA
121256,4975,JL0CA138,チーフCA
121257,4975,JL0CA170,CA
121258,4975,JL0CA140,CA
121259,4975,JL0CA167,CA
121260,4975,JL0CA147,CA
121261,4975,JL0CA112,CA
121262,4976,JL0CA198,チーフCA
121263,4976,JL0CA066,CA
121264,4976,JL0CA118,CA
121265,4976,JL0CA072,CA
121266,4976,JL0CA182,CA
121267,4977,JL0CA007,チーフCA
121268,4977,JL0CA141,CA
121269,4977,JL0CA160,CA
121270,4977,JL0CA165,CA
121271,4977,JL0CA051,CA
121272,4978,JL0CA165,チーフCA
121273,4978,JL0CA170,CA
121274,4978,JL0CA181,CA
121275,4979,JL0CA111,チーフCA
121276,4979,JL0CA197,CA
121277,4979,JL0CA136,CA
121278,4979,JL0CA039,CA
121279,4981,JL0CA067,チーフCA
121280,4981,JL0CA171,CA
121281,4981,JL0CA086,CA
121282,4981,JL0CA005,CA
121283,4981,JL0CA072,CA
121284,4981,JL0CA154,CA
121285,4981,JL0CA127,CA
121286,4981,JL0CA036,CA
121287,4982,JL0CA115,チーフCA
121288,4982,JL0CA117,CA
121289,4982,JL0CA159,CA
121290,4983,JL0CA074,チーフCA
121291,4983,JL0CA113,CA
121292,4983,JL0CA144,CA
121293,4983,JL0CA062,CA
121294,4983,JL0CA177,CA
121295,4983,JL0CA043,CA
121296,4983,JL0CA130,CA
121297,4983,JL0CA188,CA
121298,4984,JL0CA020,チーフCA
121299,4984,JL0CA149,CA
121300,4984,JL0CA153,CA
121301,4984,JL0CA094,CA
121302,4984,JL0CA195,CA
121303,4984,JL0CA181,CA
121304,4986,JL0CA057,チーフCA
121305,4986,JL0CA062,CA
121306,4986,JL0CA115,CA
121307,4986,JL0CA065,CA
121308,4986,JL0CA112,CA
121309,4986,JL0CA015,CA
121310,4986,JL0CA069,CA
121311,4986,JL0CA002,CA
121312,4987,JL0CA032,チーフCA
121313,4987,JL0CA101,CA
121314,4987,JL0CA153,CA
121315,4987,JL0CA090,CA
121316,4988,JL0CA028,チーフCA
121317,4988,JL0CA147,CA
121318,4988,JL0CA048,CA
121319,4988,JL0CA018,CA
121320,4989,JL0CA083,チーフCA
121321,4989,JL0CA103,CA
121322,4989,JL0CA046,CA
121323,4989,JL0CA063,CA
121324,4989,JL0CA126,CA
121325,4989,JL0CA034,CA
121326,4989,JL0CA151,CA
121327,4991,JL0CA076,チーフCA
121328,4991,JL0CA109,CA
121329,4991,JL0CA023,CA
121330,4991,JL0CA132,CA
121331,4992,JL0CA020,チーフCA
121332,4992,JL0CA100,CA
121333,4992,JL0CA083,CA
121334,4992,JL0CA171,CA
121335,4992,JL0CA159,CA
121336,4992,JL0CA186,CA
121337,4992,JL0CA189,CA
121338,4992,JL0CA196,CA
121339,4993,JL0CA168,チーフCA
121340,4993,JL0CA028,CA
121341,4993,JL0CA157,CA
121342,4993,JL0CA124,CA
121343,4994,JL0CA153,チーフCA
121344,4994,JL0CA053,CA
121345,4994,JL0CA180,CA
121346,4994,JL0CA147,CA
121347,4994,JL0CA189,CA
121348,4995,JL0CA103,チーフCA
121349,4995,JL0CA118,CA
121350,4995,JL0CA088,CA
121351,4995,JL0CA111,CA
121352,4996,JL0CA052,チーフCA
121353,4996,JL0CA101,CA
121354,4996,JL0CA166,CA
121355,4996,JL0CA194,CA
121356,4996,JL0CA182,CA
121357,4996,JL0CA008,CA
121358,4996,JL0CA001,CA
121359,4996,JL0CA148,CA
121360,4997,JL0CA088,チーフCA
121361,4997,JL0CA086,CA
121362,4997,JL0CA119,CA
121363,4997,JL0CA092,CA
121364,4997,JL0CA010,CA
121365,4997,JL0CA074,CA
121366,4997,JL0CA145,CA
121367,4997,JL0CA174,CA
121368,4998,JL0CA188,チーフCA
121369,4998,JL0CA012,CA
121370,4998,JL0CA159,CA
121371,4998,JL0CA149,CA
121372,4998,JL0CA082,CA
121373,4999,JL0CA056,チーフCA
121374,4999,JL0CA140,CA
121375,4999,JL0CA079,CA
121376,4999,JL0CA031,CA
121377,4999,JL0CA120,CA
121378,4999,JL0CA026,CA
121379,5000,JL0CA085,チーフCA
121380,5000,JL0CA098,CA
121381,5000,JL0CA147,CA
121382,5001,JL0CA051,チーフCA
121383,5001,JL0CA073,CA
121384,5001,JL0CA138,CA
121385,5001,JL0CA046,CA
121386,5001,JL0CA164,CA
121387,5001,JL0CA131,CA
121388,5001,JL0CA048,CA
121389,5002,JL0CA065,チーフCA
121390,5002,JL0CA102,CA
121391,5002,JL0CA043,CA
121392,5002,JL0CA066,CA
