FLIGHT_ID,FLIGHT_NUMBER,SERVICE_DATE,ORIGIN_AIRPORT_CODE,DEST_AIRPORT_CODE,SCHED_DEP_DATETIME_LOCAL,ACTUAL_DEP_DATETIME_LOCAL,SCHED_ARR_DATETIME_LOCAL,ACTUAL_ARR_DATETIME_LOCAL,AIRCRAFT_CODE,SEATS_OFFERED,PAX_BOARDED,CABIN_PAX_Y,CABIN_PAX_J,CABIN_PAX_F,CANCELLATION_FLAG,CANCELLATION_REASON_CATEGORY,ARRIVAL_DELAY_MIN,ON_TIME_ARRIVAL_FLAG
4064,JL0879,2019-10-20,HND,PVG,2019-10-20 10:00,2019-10-20 10:05,2019-10-20 13:00,2019-10-20 13:10,B767,261,212,192,20,0,N,,10,Y
4065,JL0599,2019-10-21,HND,CTS,2019-10-21 12:45,2019-10-21 12:50,2019-10-21 14:15,2019-10-21 14:31,A350,369,284,232,47,5,N,,16,N
4066,JL0182,2019-10-21,HND,ITM,2019-10-21 16:15,2019-10-21 16:45,2019-10-21 17:15,2019-10-21 17:48,B787-8,291,265,225,40,0,N,,33,N
4067,JL0381,2019-10-21,HND,FUK,2019-10-21 18:00,2019-10-21 18:00,2019-10-21 19:40,2019-10-21 19:48,A350,369,0,0,0,0,Y,運航上,,N
4068,JL0206,2019-10-21,HND,NGO,2019-10-21 18:15,2019-10-21 18:15,2019-10-21 19:05,2019-10-21 19:11,B737,165,142,132,10,0,N,,6,Y
4069,JL7143,2019-10-21,NRT,SIN,2019-10-21 14:30,2019-10-21 15:00,2019-10-21 21:30,2019-10-21 21:55,B787-9,312,273,218,48,7,N,,25,N
4070,JL0057,2019-10-21,NRT,JFK,2019-10-21 16:45,2019-10-21 17:00,2019-10-22 05:45,2019-10-22 06:04,B777-300,244,198,125,66,7,N,,19,N
4071,JL0415,2019-10-21,NRT,LHR,2019-10-21 16:30,2019-10-21 16:30,2019-10-22 04:30,2019-10-22 04:41,B777-300,244,209,133,69,7,N,,11,Y
4072,JL0288,2019-10-21,HND,HKG,2019-10-21 14:15,2019-10-21 14:17,2019-10-21 18:15,2019-10-21 18:12,B787-8,291,250,212,38,0,N,,-3,Y
4073,JL7883,2019-10-21,NRT,HNL,2019-10-21 14:45,2019-10-21 15:05,2019-10-21 22:15,2019-10-21 22:38,A350,369,297,243,49,5,N,,23,N
4074,JL0822,2019-10-21,HND,PVG,2019-10-21 20:45,2019-10-21 20:45,2019-10-21 23:45,2019-10-22 00:00,B767,261,216,195,21,0,N,,15,Y
4075,JL0597,2019-10-22,HND,CTS,2019-10-22 10:15,2019-10-22 10:30,2019-10-22 11:45,2019-10-22 12:08,A350,369,301,246,50,5,N,,23,N
4076,JL0113,2019-10-22,HND,ITM,2019-10-22 19:45,2019-10-22 19:47,2019-10-22 20:45,2019-10-22 20:42,B787-8,291,232,197,35,0,N,,-3,Y
4077,JL0385,2019-10-22,HND,FUK,2019-10-22 16:00,2019-10-22 16:07,2019-10-22 17:40,2019-10-22 17:44,A350,369,315,258,52,5,N,,4,Y
4078,JL0998,2019-10-22,HND,OKA,2019-10-22 07:45,2019-10-22 08:05,2019-10-22 10:15,2019-10-22 10:46,B777-200,312,279,226,46,7,N,,31,N
4079,JL0247,2019-10-22,HND,NGO,2019-10-22 19:30,2019-10-22 20:00,2019-10-22 20:20,2019-10-22 20:54,B737,165,141,131,10,0,N,,34,N
4080,JL7154,2019-10-22,NRT,SIN,2019-10-22 20:15,2019-10-22 20:17,2019-10-23 03:15,2019-10-23 03:16,B787-9,312,238,190,42,6,N,,1,Y
4081,JL7316,2019-10-22,NRT,BKK,2019-10-22 13:00,2019-10-22 13:00,2019-10-22 19:30,2019-10-22 19:30,B787-9,312,264,211,46,7,N,,0,Y
4082,JL0605,2019-10-22,NRT,LAX,2019-10-22 17:45,2019-10-22 17:52,2019-10-23 04:45,2019-10-23 04:55,B777-300,244,208,132,69,7,N,,10,Y
4083,JL0058,2019-10-22,NRT,JFK,2019-10-22 06:30,2019-10-22 06:45,2019-10-22 19:30,2019-10-22 19:54,B777-300,244,208,132,69,7,N,,24,N
4084,JL0254,2019-10-22,HND,HKG,2019-10-22 13:30,2019-10-22 13:37,2019-10-22 17:30,2019-10-22 17:38,B787-8,291,218,185,33,0,N,,8,Y
4085,JL0970,2019-10-22,HND,ICN,2019-10-22 14:00,2019-10-22 14:15,2019-10-22 16:30,2019-10-22 16:46,B767,261,195,176,19,0,N,,16,N
4086,JL7842,2019-10-22,NRT,HNL,2019-10-22 13:00,2019-10-22 13:20,2019-10-22 20:30,2019-10-22 21:03,A350,369,303,248,50,5,N,,33,N
4087,JL7792,2019-10-22,NRT,SYD,2019-10-22 16:45,2019-10-22 16:45,2019-10-23 02:45,2019-10-23 02:52,B787-9,312,241,193,42,6,N,,7,Y
4088,JL0553,2019-10-23,HND,CTS,2019-10-23 09:00,2019-10-23 09:00,2019-10-23 10:30,2019-10-23 10:25,A350,369,307,251,51,5,N,,-5,Y
4089,JL0388,2019-10-23,HND,FUK,2019-10-23 07:15,2019-10-23 07:15,2019-10-23 08:55,2019-10-23 09:10,A350,369,319,261,53,5,N,,15,Y
4090,JL0943,2019-10-23,HND,OKA,2019-10-23 17:00,2019-10-23 17:20,2019-10-23 19:30,2019-10-23 20:02,B777-200,312,286,231,47,8,N,,32,N
4091,JL0270,2019-10-23,HND,NGO,2019-10-23 14:45,2019-10-23 15:30,2019-10-23 15:35,2019-10-23 16:18,B737,165,130,120,10,0,N,,43,N
4092,JL7184,2019-10-23,NRT,SIN,2019-10-23 19:45,2019-10-23 19:45,2019-10-24 02:45,2019-10-24 02:52,B787-9,312,268,214,47,7,N,,7,Y
4093,JL7305,2019-10-23,NRT,BKK,2019-10-23 19:00,2019-10-23 19:00,2019-10-24 01:30,2019-10-24 01:39,B787-9,312,241,192,42,7,N,,9,Y
4094,JL0676,2019-10-23,NRT,LAX,2019-10-23 14:15,2019-10-23 14:25,2019-10-24 01:15,2019-10-24 01:37,B777-300,244,189,119,63,7,N,,22,N
4095,JL0485,2019-10-23,NRT,LHR,2019-10-23 20:45,2019-10-23 21:30,2019-10-24 08:45,2019-10-24 09:34,B777-300,244,198,125,66,7,N,,49,N
4096,JL0906,2019-10-23,HND,ICN,2019-10-23 12:45,2019-10-23 12:52,2019-10-23 15:15,2019-10-23 15:31,B767,261,210,190,20,0,N,,16,N
4097,JL7894,2019-10-23,NRT,HNL,2019-10-23 19:15,2019-10-23 19:17,2019-10-24 02:45,2019-10-24 02:52,A350,369,299,245,49,5,N,,7,Y
4098,JL7757,2019-10-23,NRT,SYD,2019-10-23 09:00,2019-10-23 09:00,2019-10-23 19:00,2019-10-23 19:01,B787-9,312,247,197,43,7,N,,1,Y
4099,JL0888,2019-10-23,HND,PVG,2019-10-23 19:30,2019-10-23 19:45,2019-10-23 22:30,2019-10-23 22:41,B767,261,220,199,21,0,N,,11,Y
4100,JL0580,2019-10-24,HND,CTS,2019-10-24 15:15,2019-10-24 15:35,2019-10-24 16:45,2019-10-24 17:08,A350,369,300,245,50,5,N,,23,N
4101,JL0366,2019-10-24,HND,FUK,2019-10-24 14:15,2019-10-24 14:15,2019-10-24 15:55,2019-10-24 15:52,A350,369,302,247,50,5,N,,-3,Y
4102,JL0907,2019-10-24,HND,OKA,2019-10-24 16:00,2019-10-24 16:00,2019-10-24 18:30,2019-10-24 18:32,B777-200,312,279,226,46,7,N,,2,Y
4103,JL0226,2019-10-24,HND,NGO,2019-10-24 12:45,2019-10-24 12:45,2019-10-24 13:35,2019-10-24 13:40,B737,165,137,127,10,0,N,,5,Y
4104,JL7169,2019-10-24,NRT,SIN,2019-10-24 15:00,2019-10-24 15:00,2019-10-24 22:00,2019-10-24 22:13,B787-9,312,274,219,48,7,N,,13,Y
4105,JL7358,2019-10-24,NRT,BKK,2019-10-24 14:00,2019-10-24 14:00,2019-10-24 20:30,2019-10-24 20:32,B787-9,312,245,195,43,7,N,,2,Y
4106,JL0635,2019-10-24,NRT,LAX,2019-10-24 11:45,2019-10-24 12:05,2019-10-24 22:45,2019-10-24 23:09,B777-300,244,218,139,72,7,N,,24,N
4107,JL0038,2019-10-24,NRT,JFK,2019-10-24 06:15,2019-10-24 06:25,2019-10-24 19:15,2019-10-24 19:33,B777-300,244,212,135,70,7,N,,18,N
4108,JL7828,2019-10-24,NRT,HNL,2019-10-24 18:45,2019-10-24 19:05,2019-10-25 02:15,2019-10-25 02:36,A350,369,294,240,49,5,N,,21,N
4109,JL7747,2019-10-24,NRT,SYD,2019-10-24 13:15,2019-10-24 13:45,2019-10-24 23:15,2019-10-24 23:44,B787-9,312,242,192,43,7,N,,29,N
4110,JL0872,2019-10-24,HND,PVG,2019-10-24 18:15,2019-10-24 18:15,2019-10-24 21:15,2019-10-24 21:14,B767,261,196,177,19,0,N,,-1,Y
4111,JL0591,2019-10-25,HND,CTS,2019-10-25 16:30,2019-10-25 17:15,2019-10-25 18:00,2019-10-25 18:45,A350,369,297,243,49,5,N,,45,N
4112,JL0995,2019-10-25,HND,OKA,2019-10-25 11:00,2019-10-25 11:20,2019-10-25 13:30,2019-10-25 13:56,B777-200,312,252,203,42,7,N,,26,N
4113,JL7150,2019-10-25,NRT,SIN,2019-10-25 06:45,2019-10-25 06:47,2019-10-25 13:45,2019-10-25 13:51,B787-9,312,250,199,44,7,N,,6,Y
4114,JL7333,2019-10-25,NRT,BKK,2019-10-25 12:15,2019-10-25 12:15,2019-10-25 18:45,2019-10-25 18:51,B787-9,312,259,207,45,7,N,,6,Y
4115,JL0684,2019-10-25,NRT,LAX,2019-10-25 07:45,2019-10-25 07:50,2019-10-25 18:45,2019-10-25 19:04,B777-300,244,183,116,61,6,N,,19,N
4116,JL7813,2019-10-25,NRT,HNL,2019-10-25 12:00,2019-10-25 12:45,2019-10-25 19:30,2019-10-25 20:19,A350,369,278,227,46,5,N,,49,N
4117,JL7739,2019-10-25,NRT,SYD,2019-10-25 19:30,2019-10-25 20:15,2019-10-26 05:30,2019-10-26 06:25,B787-9,312,275,220,48,7,N,,55,N
4118,JL0833,2019-10-25,HND,PVG,2019-10-25 19:15,2019-10-25 19:30,2019-10-25 22:15,2019-10-25 22:39,B767,261,223,202,21,0,N,,24,N
4119,JL0117,2019-10-26,HND,ITM,2019-10-26 14:45,2019-10-26 14:50,2019-10-26 15:45,2019-10-26 16:05,B787-8,291,269,229,40,0,N,,20,N
4120,JL0304,2019-10-26,HND,FUK,2019-10-26 18:15,2019-10-26 18:25,2019-10-26 19:55,2019-10-26 20:20,A350,369,339,277,56,6,N,,25,N
4121,JL0275,2019-10-26,HND,NGO,2019-10-26 12:15,2019-10-26 12:15,2019-10-26 13:05,2019-10-26 13:17,B737,165,138,128,10,0,N,,12,Y
4122,JL7116,2019-10-26,NRT,SIN,2019-10-26 15:45,2019-10-26 15:55,2019-10-26 22:45,2019-10-26 23:03,B787-9,312,234,187,41,6,N,,18,N
4123,JL0651,2019-10-26,NRT,LAX,2019-10-26 20:15,2019-10-26 20:20,2019-10-27 07:15,2019-10-27 07:20,B777-300,244,216,137,72,7,N,,5,Y
4124,JL0417,2019-10-26,NRT,LHR,2019-10-26 08:15,2019-10-26 08:20,2019-10-26 20:15,2019-10-26 20:34,B777-300,244,182,115,61,6,N,,19,N
4125,JL0227,2019-10-26,HND,HKG,2019-10-26 17:45,2019-10-26 17:55,2019-10-26 21:45,2019-10-26 22:07,B787-8,291,234,198,36,0,N,,22,N
4126,JL0995,2019-10-26,HND,ICN,2019-10-26 06:00,2019-10-26 06:15,2019-10-26 08:30,2019-10-26 08:54,B767,261,206,186,20,0,N,,24,N
4127,JL7836,2019-10-26,NRT,HNL,2019-10-26 19:45,2019-10-26 19:45,2019-10-27 03:15,2019-10-27 03:18,A350,369,309,253,51,5,N,,3,Y
4128,JL0845,2019-10-26,HND,PVG,2019-10-26 07:45,2019-10-26 07:50,2019-10-26 10:45,2019-10-26 10:57,B767,261,211,191,20,0,N,,12,Y
4129,JL0549,2019-10-27,HND,CTS,2019-10-27 19:00,2019-10-27 19:00,2019-10-27 20:30,2019-10-27 20:42,A350,369,313,256,52,5,N,,12,Y
4130,JL0997,2019-10-27,HND,OKA,2019-10-27 11:45,2019-10-27 12:15,2019-10-27 14:15,2019-10-27 15:00,B777-200,312,269,218,44,7,N,,45,N
4131,JL7349,2019-10-27,NRT,BKK,2019-10-27 19:30,2019-10-27 19:30,2019-10-28 02:00,2019-10-28 02:04,B787-9,312,232,185,41,6,N,,4,Y
4132,JL0671,2019-10-27,NRT,LAX,2019-10-27 11:00,2019-10-27 11:00,2019-10-27 22:00,2019-10-27 22:05,B777-300,244,209,133,69,7,N,,5,Y
4133,JL0035,2019-10-27,NRT,JFK,2019-10-27 18:30,2019-10-27 19:15,2019-10-28 07:30,2019-10-28 08:18,B777-300,244,196,124,65,7,N,,48,N
4134,JL0269,2019-10-27,HND,HKG,2019-10-27 09:00,2019-10-27 09:05,2019-10-27 13:00,2019-10-27 13:15,B787-8,291,259,220,39,0,N,,15,Y
4135,JL7836,2019-10-27,NRT,HNL,2019-10-27 12:00,2019-10-27 12:07,2019-10-27 19:30,2019-10-27 19:47,A350,369,322,264,53,5,N,,17,N
4136,JL0159,2019-10-28,HND,ITM,2019-10-28 14:45,2019-10-28 15:15,2019-10-28 15:45,2019-10-28 16:20,B787-8,291,230,195,35,0,N,,35,N
4137,JL0338,2019-10-28,HND,FUK,2019-10-28 06:30,2019-10-28 06:35,2019-10-28 08:10,2019-10-28 08:17,A350,369,322,264,53,5,N,,7,Y
4138,JL0966,2019-10-28,HND,OKA,2019-10-28 09:00,2019-10-28 09:20,2019-10-28 11:30,2019-10-28 11:56,B777-200,312,243,196,40,7,N,,26,N
4139,JL0269,2019-10-28,HND,NGO,2019-10-28 13:15,2019-10-28 13:15,2019-10-28 14:05,2019-10-28 14:09,B737,165,129,119,10,0,N,,4,Y
4140,JL0053,2019-10-28,NRT,JFK,2019-10-28 08:00,2019-10-28 08:00,2019-10-28 21:00,2019-10-28 21:10,B777-300,244,183,116,61,6,N,,10,Y
4141,JL0406,2019-10-28,NRT,LHR,2019-10-28 15:45,2019-10-28 16:30,2019-10-29 03:45,2019-10-29 04:41,B777-300,244,192,121,64,7,N,,56,N
4142,JL0259,2019-10-28,HND,HKG,2019-10-28 19:00,2019-10-28 19:10,2019-10-28 23:00,2019-10-28 23:25,B787-8,291,254,216,38,0,N,,25,N
4143,JL7875,2019-10-28,NRT,HNL,2019-10-28 16:15,2019-10-28 16:17,2019-10-28 23:45,2019-10-28 23:44,A350,369,288,235,48,5,N,,-1,Y
4144,JL7726,2019-10-28,NRT,SYD,2019-10-28 06:45,2019-10-28 06:45,2019-10-28 16:45,2019-10-28 16:41,B787-9,312,233,186,41,6,N,,-4,Y
4145,JL0856,2019-10-28,HND,PVG,2019-10-28 19:30,2019-10-28 20:15,2019-10-28 22:30,2019-10-28 23:20,B767,261,193,174,19,0,N,,50,N
4146,JL0518,2019-10-29,HND,CTS,2019-10-29 08:30,2019-10-29 08:30,2019-10-29 10:00,2019-10-29 09:58,A350,369,293,240,48,5,N,,-2,Y
4147,JL0162,2019-10-29,HND,ITM,2019-10-29 06:00,2019-10-29 06:07,2019-10-29 07:00,2019-10-29 07:04,B787-8,291,258,219,39,0,N,,4,Y
4148,JL0303,2019-10-29,HND,FUK,2019-10-29 07:45,2019-10-29 07:55,2019-10-29 09:25,2019-10-29 09:37,A350,369,327,268,54,5,N,,12,Y
4149,JL0630,2019-10-29,NRT,LAX,2019-10-29 19:15,2019-10-29 19:15,2019-10-30 06:15,2019-10-30 06:15,B777-300,244,195,123,65,7,N,,0,Y
4150,JL0013,2019-10-29,NRT,JFK,2019-10-29 16:00,2019-10-29 16:00,2019-10-30 05:00,2019-10-30 04:58,B777-300,244,190,120,63,7,N,,-2,Y
4151,JL0429,2019-10-29,NRT,LHR,2019-10-29 15:00,2019-10-29 15:02,2019-10-30 03:00,2019-10-30 03:04,B777-300,244,194,122,65,7,N,,4,Y
4152,JL0215,2019-10-29,HND,HKG,2019-10-29 18:15,2019-10-29 18:15,2019-10-29 22:15,2019-10-29 22:17,B787-8,291,227,193,34,0,N,,2,Y
4153,JL0953,2019-10-29,HND,ICN,2019-10-29 16:30,2019-10-29 16:37,2019-10-29 19:00,2019-10-29 19:06,B767,261,200,181,19,0,N,,6,Y
4154,JL7899,2019-10-29,NRT,HNL,2019-10-29 18:30,2019-10-29 19:00,2019-10-30 02:00,2019-10-30 02:39,A350,369,273,223,45,5,N,,39,N
4155,JL0855,2019-10-29,HND,PVG,2019-10-29 09:30,2019-10-29 09:30,2019-10-29 12:30,2019-10-29 12:26,B767,261,217,196,21,0,N,,-4,Y
4156,JL0556,2019-10-30,HND,CTS,2019-10-30 18:45,2019-10-30 19:30,2019-10-30 20:15,2019-10-30 21:10,A350,369,335,274,55,6,N,,55,N
4157,JL0371,2019-10-30,HND,FUK,2019-10-30 16:30,2019-10-30 16:30,2019-10-30 18:10,2019-10-30 18:24,A350,369,297,243,49,5,N,,14,Y
4158,JL0912,2019-10-30,HND,OKA,2019-10-30 11:15,2019-10-30 11:25,2019-10-30 13:45,2019-10-30 14:02,B777-200,312,256,207,42,7,N,,17,N
4159,JL0235,2019-10-30,HND,NGO,2019-10-30 13:45,2019-10-30 13:45,2019-10-30 14:35,2019-10-30 14:41,B737,165,150,139,11,0,N,,6,Y
4160,JL7180,2019-10-30,NRT,SIN,2019-10-30 20:45,2019-10-30 20:55,2019-10-31 03:45,2019-10-31 03:59,B787-9,312,254,202,45,7,N,,14,Y
4161,JL7329,2019-10-30,NRT,BKK,2019-10-30 09:45,2019-10-30 10:15,2019-10-30 16:15,2019-10-30 16:51,B787-9,312,274,219,48,7,N,,36,N
4162,JL0635,2019-10-30,NRT,LAX,2019-10-30 20:45,2019-10-30 20:55,2019-10-31 07:45,2019-10-31 08:00,B777-300,244,193,122,64,7,N,,15,Y
4163,JL0090,2019-10-30,NRT,JFK,2019-10-30 17:45,2019-10-30 17:45,2019-10-31 06:45,2019-10-31 07:00,B777-300,244,203,129,67,7,N,,15,Y
4164,JL0496,2019-10-30,NRT,LHR,2019-10-30 09:15,2019-10-30 09:20,2019-10-30 21:15,2019-10-30 21:21,B777-300,244,208,132,69,7,N,,6,Y
4165,JL0264,2019-10-30,HND,HKG,2019-10-30 20:15,2019-10-30 20:20,2019-10-31 00:15,2019-10-31 00:18,B787-8,291,219,186,33,0,N,,3,Y
4166,JL0983,2019-10-30,HND,ICN,2019-10-30 17:45,2019-10-30 17:47,2019-10-30 20:15,2019-10-30 20:32,B767,261,202,183,19,0,N,,17,N
4167,JL7737,2019-10-30,NRT,SYD,2019-10-30 12:30,2019-10-30 12:50,2019-10-30 22:30,2019-10-30 22:58,B787-9,312,259,207,45,7,N,,28,N
4168,JL0813,2019-10-30,HND,PVG,2019-10-30 12:15,2019-10-30 12:20,2019-10-30 15:15,2019-10-30 15:33,B767,261,219,198,21,0,N,,18,N
4169,JL0597,2019-10-31,HND,CTS,2019-10-31 20:00,2019-10-31 20:10,2019-10-31 21:30,2019-10-31 21:38,A350,369,297,243,49,5,N,,8,Y
4170,JL0111,2019-10-31,HND,ITM,2019-10-31 07:45,2019-10-31 08:05,2019-10-31 08:45,2019-10-31 09:20,B787-8,291,245,208,37,0,N,,35,N
4171,JL0261,2019-10-31,HND,NGO,2019-10-31 08:45,2019-10-31 08:45,2019-10-31 09:35,2019-10-31 09:45,B737,165,147,136,11,0,N,,10,Y
4172,JL7113,2019-10-31,NRT,SIN,2019-10-31 10:45,2019-10-31 11:00,2019-10-31 17:45,2019-10-31 18:12,B787-9,312,231,184,41,6,N,,27,N
4173,JL7350,2019-10-31,NRT,BKK,2019-10-31 17:30,2019-10-31 18:00,2019-11-01 00:00,2019-11-01 00:31,B787-9,312,279,223,49,7,N,,31,N
4174,JL0651,2019-10-31,NRT,LAX,2019-10-31 18:15,2019-10-31 18:45,2019-11-01 05:15,2019-11-01 05:49,B777-300,244,197,124,66,7,N,,34,N
4175,JL0419,2019-10-31,NRT,LHR,2019-10-31 17:15,2019-10-31 17:25,2019-11-01 05:15,2019-11-01 05:29,B777-300,244,196,124,65,7,N,,14,Y
4176,JL0225,2019-10-31,HND,HKG,2019-10-31 15:00,2019-10-31 15:15,2019-10-31 19:00,2019-10-31 19:14,B787-8,291,242,205,37,0,N,,14,Y
4177,JL0981,2019-10-31,HND,ICN,2019-10-31 20:30,2019-10-31 20:30,2019-10-31 23:00,2019-10-31 23:01,B767,261,217,196,21,0,N,,1,Y
4178,JL7886,2019-10-31,NRT,HNL,2019-10-31 07:00,2019-10-31 07:00,2019-10-31 14:30,2019-10-31 14:45,A350,369,326,267,54,5,N,,15,Y
4179,JL7773,2019-10-31,NRT,SYD,2019-10-31 13:00,2019-10-31 13:30,2019-10-31 23:00,2019-10-31 23:38,B787-9,312,264,211,46,7,N,,38,N
4180,JL0871,2019-10-31,HND,PVG,2019-10-31 09:15,2019-10-31 09:22,2019-10-31 12:15,2019-10-31 12:24,B767,261,194,175,19,0,N,,9,Y
4181,JL0514,2019-11-01,HND,CTS,2019-11-01 08:30,2019-11-01 09:00,2019-11-01 10:00,2019-11-01 10:25,A350,369,318,260,53,5,N,,25,N
4182,JL0394,2019-11-01,HND,FUK,2019-11-01 15:00,2019-11-01 15:00,2019-11-01 16:40,2019-11-01 16:41,A350,369,289,236,48,5,N,,1,Y
4183,JL0286,2019-11-01,HND,NGO,2019-11-01 12:45,2019-11-01 13:30,2019-11-01 13:35,2019-11-01 14:21,B737,165,129,119,10,0,N,,46,N
4184,JL7137,2019-11-01,NRT,SIN,2019-11-01 06:30,2019-11-01 06:30,2019-11-01 13:30,2019-11-01 13:26,B787-9,312,264,211,46,7,N,,-4,Y
4185,JL7328,2019-11-01,NRT,BKK,2019-11-01 06:00,2019-11-01 06:05,2019-11-01 12:30,2019-11-01 12:47,B787-9,312,241,193,42,6,N,,17,N
4186,JL0675,2019-11-01,NRT,LAX,2019-11-01 16:00,2019-11-01 16:00,2019-11-02 03:00,2019-11-02 02:56,B777-300,244,198,125,66,7,N,,-4,Y
4187,JL0005,2019-11-01,NRT,JFK,2019-11-01 08:45,2019-11-01 08:55,2019-11-01 21:45,2019-11-01 21:53,B777-300,244,194,122,65,7,N,,8,Y
4188,JL0280,2019-11-01,HND,HKG,2019-11-01 15:00,2019-11-01 15:02,2019-11-01 19:00,2019-11-01 19:06,B787-8,291,251,213,38,0,N,,6,Y
4189,JL0934,2019-11-01,HND,ICN,2019-11-01 14:30,2019-11-01 14:35,2019-11-01 17:00,2019-11-01 17:17,B767,261,191,173,18,0,N,,17,N
4190,JL7710,2019-11-01,NRT,SYD,2019-11-01 12:00,2019-11-01 12:15,2019-11-01 22:00,2019-11-01 22:28,B787-9,312,226,180,40,6,N,,28,N
4191,JL0876,2019-11-01,HND,PVG,2019-11-01 07:15,2019-11-01 07:35,2019-11-01 10:15,2019-11-01 10:42,B767,261,198,179,19,0,N,,27,N
4192,JL0590,2019-11-02,HND,CTS,2019-11-02 20:00,2019-11-02 20:15,2019-11-02 21:30,2019-11-02 21:43,A350,369,281,229,47,5,N,,13,Y
4193,JL0175,2019-11-02,HND,ITM,2019-11-02 16:30,2019-11-02 16:30,2019-11-02 17:30,2019-11-02 17:29,B787-8,291,236,200,36,0,N,,-1,Y
4194,JL0321,2019-11-02,HND,FUK,2019-11-02 20:00,2019-11-02 20:05,2019-11-02 21:40,2019-11-02 21:42,A350,369,322,264,53,5,N,,2,Y
4195,JL0981,2019-11-02,HND,OKA,2019-11-02 10:30,2019-11-02 10:30,2019-11-02 13:00,2019-11-02 13:10,B777-200,312,234,189,39,6,N,,10,Y
4196,JL0228,2019-11-02,HND,NGO,2019-11-02 12:45,2019-11-02 13:05,2019-11-02 13:35,2019-11-02 14:01,B737,165,129,119,10,0,N,,26,N
4197,JL7178,2019-11-02,NRT,SIN,2019-11-02 07:15,2019-11-02 07:35,2019-11-02 14:15,2019-11-02 14:32,B787-9,312,253,202,44,7,N,,17,N
4198,JL7315,2019-11-02,NRT,BKK,2019-11-02 16:45,2019-11-02 16:45,2019-11-02 23:15,2019-11-02 23:28,B787-9,312,229,183,40,6,N,,13,Y
4199,JL0616,2019-11-02,NRT,LAX,2019-11-02 11:30,2019-11-02 11:30,2019-11-02 22:30,2019-11-02 22:27,B777-300,244,176,111,59,6,N,,-3,Y
4200,JL0043,2019-11-02,NRT,JFK,2019-11-02 06:45,2019-11-02 07:15,2019-11-02 19:45,2019-11-02 20:23,B777-300,244,180,114,60,6,N,,38,N
4201,JL0245,2019-11-02,HND,HKG,2019-11-02 11:15,2019-11-02 11:22,2019-11-02 15:15,2019-11-02 15:22,B787-8,291,229,194,35,0,N,,7,Y
4202,JL0910,2019-11-02,HND,ICN,2019-11-02 06:15,2019-11-02 07:00,2019-11-02 08:45,2019-11-02 09:36,B767,261,215,194,21,0,N,,51,N
4203,JL7775,2019-11-02,NRT,SYD,2019-11-02 14:30,2019-11-02 14:50,2019-11-03 00:30,2019-11-03 01:01,B787-9,312,239,191,42,6,N,,31,N
4204,JL0837,2019-11-02,HND,PVG,2019-11-02 14:15,2019-11-02 14:15,2019-11-02 17:15,2019-11-02 17:10,B767,261,209,189,20,0,N,,-5,Y
4205,JL0594,2019-11-03,HND,CTS,2019-11-03 11:45,2019-11-03 12:00,2019-11-03 13:15,2019-11-03 13:36,A350,369,327,268,54,5,N,,21,N
4206,JL0365,2019-11-03,HND,FUK,2019-11-03 10:15,2019-11-03 10:15,2019-11-03 11:55,2019-11-03 12:04,A350,369,278,227,46,5,N,,9,Y
4207,JL0298,2019-11-03,HND,NGO,2019-11-03 16:30,2019-11-03 16:40,2019-11-03 17:20,2019-11-03 17:36,B737,165,132,122,10,0,N,,16,N
4208,JL0436,2019-11-03,NRT,LHR,2019-11-03 07:15,2019-11-03 07:15,2019-11-03 19:15,2019-11-03 19:22,B777-300,244,210,133,70,7,N,,7,Y
4209,JL0224,2019-11-03,HND,HKG,2019-11-03 10:00,2019-11-03 10:20,2019-11-03 14:00,2019-11-03 14:29,B787-8,291,211,179,32,0,N,,29,N
4210,JL7853,2019-11-03,NRT,HNL,2019-11-03 12:00,2019-11-03 12:45,2019-11-03 19:30,2019-11-03 20:18,A350,369,309,253,51,5,N,,48,N
4211,JL0122,2019-11-04,HND,ITM,2019-11-04 09:00,2019-11-04 09:00,2019-11-04 10:00,2019-11-04 10:06,B787-8,291,246,209,37,0,N,,6,Y
4212,JL0420,2019-11-04,NRT,LHR,2019-11-04 14:15,2019-11-04 14:22,2019-11-05 02:15,2019-11-05 02:36,B777-300,244,184,116,62,6,N,,21,N
4213,JL7871,2019-11-04,NRT,HNL,2019-11-04 10:45,2019-11-04 11:15,2019-11-04 18:15,2019-11-04 18:43,A350,369,314,257,52,5,N,,28,N
4214,JL0141,2019-11-05,HND,ITM,2019-11-05 09:30,2019-11-05 09:45,2019-11-05 10:30,2019-11-05 10:44,B787-8,291,245,208,37,0,N,,14,Y
4215,JL0301,2019-11-05,HND,FUK,2019-11-05 18:45,2019-11-05 18:50,2019-11-05 20:25,2019-11-05 20:28,A350,369,328,269,54,5,N,,3,Y
4216,JL0963,2019-11-05,HND,OKA,2019-11-05 14:00,2019-11-05 14:30,2019-11-05 16:30,2019-11-05 17:09,B777-200,312,232,188,38,6,N,,39,N
4217,JL0203,2019-11-05,HND,NGO,2019-11-05 19:00,2019-11-05 19:00,2019-11-05 19:50,2019-11-05 19:54,B737,165,129,119,10,0,N,,4,Y
4218,JL7143,2019-11-05,NRT,SIN,2019-11-05 09:30,2019-11-05 09:30,2019-11-05 16:30,2019-11-05 16:44,B787-9,312,259,207,45,7,N,,14,Y
